id,subject,question,delta_correctness,delta_completeness,delta_clarity,delta_conciseness,delta_overall
1e655,Physics,For a substance the average life for a - emission is 3240 years and for b emission is 810 years. After how much time the 1/4 of the material remains by simultaneous emission :- [$$\(\ell \)$$n2 = 0.693],-1.0,-1.0,0.0,-1.0,-1.0
3543e,Mathematics,lim  x->a (x^x - a^a)/(x-a),-1.0,-1.0,0.0,-2.0,-1.0
82f47,Physics,"वर्गाकार प्लेटों वाले एक समान्तर प्लेट संधारित्र को चित्रानुसार चार परावैद्युतों, जिनके परावैद्युतांक K₁, K₂, K₃ तथा K₄ से जाता है तो प्रभावी परावैद्युतांक K का मान होगा -

The diagram shows a parallel plate capacitor with square plates. The space between the plates is filled with four dielectrics, labeled K1, K2, K3, and K4. The dielectrics are arranged in a 2x2 grid, each occupying a quarter of the area between the plates. The length of each plate is L, and each dielectric section has a length of L/2. The distance between the plates is d, with each dielectric section having a width of d/2.",-1.0,0.0,0.0,0.0,-1.0
b2aa6,Chemistry,Significance of value of Eqm constant (Keq),0.0,-1.0,0.0,0.0,-1.0
b4073,Physics,"$\vec{B}$ has x, y, and z components of 4.00, 6.00, and 3.00 units, respectively. Calculate the magnitude of $\vec{B}$ and the angles that $\vec{B}$ makes with the coordinate axes.",-2.0,0.0,0.0,0.0,-1.0
1e130,Physics,"Ampere's law: According to this law, the close line integral (loop) of the magnetic field is directly proportional to the total current enclosed by the loop. Note: The sense of rotation of the loop (M.F.) will decide the positive or negative direction of the current. M.F. due to straight infinite current carrying wire.

The image illustrates Ampere's law with a diagram of a closed loop enclosing a region with magnetic field lines. The magnetic field is directly proportional to the total current enclosed by the loop. The sense of rotation of the loop decides the positive or negative direction of the magnetic field. A straight infinite current-carrying wire is also depicted, along with a graph showing the relationship between magnetic field (B) and distance (r), where B is inversely proportional to r.",0.0,-1.0,-1.0,-1.0,-1.0
cea94,Physics,"The image shows a complex electrical circuit with multiple resistors and voltage sources arranged in a closed loop. The circuit includes nodes labeled G, H, A, B, C, D, E, and F. There are several 2-ohm resistors and voltage sources of 4V and 10V connected in a combination of series and parallel configurations. The arrangement forms a network with multiple interconnected loops.",-1.0,-1.0,0.0,-2.0,-1.0
c3aff,Mathematics,"Let f: R→R be a continuous function satisfying f(x)+f(x+k) = n, for all x ∈ R where k > 0 and n is a positive integer. If I₁ = ∫₀^(4nk) f(x)dx and I₂ = ∫₋ₖ^(3k) f(x)dx, then :

The image presents a mathematical problem involving a continuous function \(f: R \rightarrow R\) that satisfies the condition \(f(x) + f(x+k) = n\) for all \(x \in R\), where \(k > 0\) and \(n\) is a positive integer. Two integrals, \(I_1\) and \(I_2\), are defined as \(I_1 = \int_{0}^{4nk} f(x) dx\) and \(I_2 = \int_{-k}^{3k} f(x) dx\), respectively.",-1.0,-1.0,0.0,-1.0,-1.0
ad646,Physics,"A small bead of mass m = 1 kg is carried by a circular hoop having centre at C and radius r = 1 m which rotates about a fixed vertical axis. The coefficient of friction between bead and hoop is \(\mu\) = 0.5. The maximum angular speed of the hoop for which the bead does not have relative motion with respect to hoop.

A small bead of mass \(m = 1\) kg is carried by a circular hoop of radius \(r = 1\) m. The hoop rotates about a fixed vertical axis. The coefficient of friction between the bead and the hoop is \(\mu = 0.5\). The diagram shows a circular hoop centered at point C, rotating with an angular speed \(\omega\). A bead of mass \(m\) is located on the hoop at an angle of 45 degrees from the horizontal axis passing through the center C. The vertical axis of rotation passes through the center of the hoop.",-1.0,0.0,-1.0,-2.0,-1.2000000000000002
aa1ef,Mathematics,"Straight lines \(2x + y = 5\) and \(x - 2y = 3\) intersect at the point A. Points B and C are chosen on these two lines such that AB = AC. Then the equation of a line BC passing through the point (2, 3) is:",-2.0,-1.0,-1.0,-1.0,-1.5
088fe,Physics,"Column I gives some graphs for a particle moving along x-axis in positive x-direction. The variable x and t represent speed of particle, x-coordinate of particle and time respectively. Column II gives resulting interpretation. Match the graphs in Column I with the statements in Column II and indicate answer by darkening appropriate bubbles in the 4 x 4 matrix given in the OMR.

The question presents a match the column type problem with two columns, Column I and Column II. Column I contains four graphs labeled A, B, C, and D. Column II contains four statements labeled p, q, r, and s. Graph A shows a straight line with a positive slope on a plot of x vs t^2. Graph B shows a straight line with a positive slope on a plot of x vs t. Graph C shows a straight line with a positive slope on a plot of v^2 vs x. Graph D shows a straight line with a positive slope and a positive y-intercept on a plot of v vs x.",-2.0,-1.0,-1.0,-1.0,-1.5
27fbb,Physics,"find min dist"" bho charge particle & wire.

The diagram shows an infinitely long straight wire carrying a current I upwards along the y-axis. A coordinate system is shown with the x-axis pointing to the left and the y-axis pointing upwards. A point charge with charge q and mass m is located at a distance x0 from the wire along the x-axis. The coordinates of the charge are (x0, q, m). A small square is drawn between the wire and the line representing x0, indicating that the wire is perpendicular to the line.",-2.0,-1.0,-1.0,-2.0,-1.5
3981e,Physics,"Displacement of a particle is given by \(y = a\sin(\frac{t}{p} - qx)\), where t represents time in second and x represents distance in meter. Which of the following statement is true?",-1.0,-2.0,-1.0,-2.0,-1.5
ccf37,Chemistry,Bronsted Base,0.0,0.0,-2.0,-2.0,-1.5
7ad34,Chemistry,"25°C पर निम्न सेल की वि. वा. बल 0.236 V है तो इसमें कितनी ऊर्जा उत्पादित होगी।
Ni(s) | NiSO₄ (1.0 M) || H⁺ (1.0 M) | H₂ (1 atm)

The image shows the details of an electrochemistry question. It mentions the temperature as 25 degrees Celsius and the cell potential as 0.236 V. The cell is composed of Ni(s) | NiSO4 (1.0 M) || H+ (1.0 M) | H2 (1 atm).",-2.0,0.0,0.0,-1.0,-1.5
41a6d,Chemistry,"For the reaction : 2HI (g) ⇌ H2(g) + I2(g), the degree of dissociated (α) of HI(g) is related to equilibrium constant Kp by the expression",-1.0,-2.0,-1.0,-2.0,-1.5
479e3,Physics,"A body acted upon by 3 given forces is under equilibrium
(a) If |F₁| = 10 N, |F₂| = 6 N. Find the values of |F₃| & angle (θ)
(b) Express F₂ in unit vector form.

The diagram shows a coordinate system with the X-axis horizontal and the Y-axis vertical. Three force vectors, \( \vec{F_1} \), \( \vec{F_2} \), and \( \vec{F_3} \), are acting on a body at the origin. \( \vec{F_1} \) is in the first quadrant, \( \vec{F_2} \) is in the second quadrant, and \( \vec{F_3} \) points downward along the negative Y-axis. The angle between \( \vec{F_2} \) and the positive Y-axis is labeled as \( \theta \).",-3.0,0.0,-1.0,-1.0,-2.0
75a13,Mathematics,"Find the curve such that the ordinate of any of its points is the proportional mean between the abscissa and the sum of the abscissa and subnormal at the point.
Find the curve such that the angle, formed with the x-axis by the tangent to the curve at any of its points, is twice the angle",-2.0,-2.0,-1.0,-2.0,-2.0
eec9d,Mathematics,"19. 3 tan (\(\theta -15^{\circ}\)) = tan (\(\theta + 15^{\circ}\))
20. tan \(\theta\) + tan2\(\theta\) + tan3\(\theta\) = 0
21. tan \(\theta\) + tan 2\(\theta\) + \(\sqrt{3}\) tan\(\theta\) tan 2\(\theta\) = \(\sqrt{3}\)",-2.0,-2.0,-1.0,-1.0,-2.0
edede,Physics,"चित्र में दिवार बनाने के लिये पदार्थ 1,2 एवं 3 की अलग-अलग व्यवथाऐं दी गयी है। उष्मीय चालकता k₁ > k₂ > k₃ है बाकी दिवार का तापमान दायीं दिवार से 20°C ज्यादा है। पदार्थ के अनुदिश तापान्तर AT का तीनों अवस्थाओं में सम्बन्ध होगा।

The diagram shows three different arrangements (a, b, c) of three materials (1, 2, and 3) forming a wall. The materials are arranged in series. The thermal conductivity is given as k1 > k2 > k3. The temperature difference across the wall is \(\Delta T\).",-2.0,-1.0,-1.0,-2.0,-2.0
ea4bc,Chemistry,"द्रव रूप में निम्नलिखित यौगिकों पर विचार कीजिएः O₂, HF, H₂O, NH3, H2O2, CC14, CHC13, CH, CH,CI. जब एक आवेशित कंधे को इनकी निम्नलिखित धारा के समीप लाया जाता है, तो इनमें से कितने निम्नलिखित चित्र के अनुसार विचलन दर्शाते हैं? [JEE-Adv. 2020]

The image shows a schematic diagram of a stream of liquid droplets being dispensed from a burette towards a comb. The burette is positioned vertically, and droplets are shown falling from its tip in a slightly curved trajectory. Below the burette, a comb with multiple vertical teeth is placed horizontally. The droplets appear to be approaching the comb.",-2.0,-2.0,-1.0,-1.0,-2.0
11e08,Physics,"Mass of man = 60 kg. Find reading of weighing machine (in kg) if (i) Acceleration of lift is 2 m/s² upward. (ii) Acceleration of lift is 2 m/s² downward. (iii) Lift is moving with constant velocity 2 m/s.

The diagram shows a man standing on a weighing machine inside a lift. The weighing machine has a dial with an arrow indicating the reading. The lift is represented by a rectangular box.",-3.0,0.0,-1.0,0.0,-2.0
4be4d,Chemistry,"200 gm of CaCO3(s) taken in 4 Ltr container at a certain temperature. Kc for the dissociation of CaO this temperature is found to be 1/4 mole Ltr-1 then the concentration of CaO in mole/litre is [Given ρCaO = 1.12 gm cm-3] [Ca = 40, O = 16]",-2.0,0.0,0.0,-1.0,-2.0
1e592,Chemistry,"अभिकारकों की संरचना पहचानिए -

The image shows two organic chemistry reaction schemes. The first scheme involves a five-membered ring with a double bond that reacts with O3 followed by Zn/H2O. The second scheme involves a reaction where an unknown reactant X reacts with O3 followed by Zn/H2O to produce two molecules of benzaldehyde. The third scheme involves a reactant X reacts with O3 followed by Zn/H2O to produce a diketone and formaldehyde. The fourth scheme involves an alkene reacts with O3 followed by Zn to produce a carbonyl compound.",-2.0,-2.0,-1.0,-1.0,-2.0
92f78,Physics,"चित्रानुसार 2πR लम्बाई के एक धारावाही तार AB को वृत्त में चित्रानुसार मोड़ा जाता है तो केन्द्र 0 पर चुम्बकीय क्षेत्र ज्ञात करो।

A current-carrying wire AB of length 2πR is bent into a circular arc. The center of the circle is labeled as O. The arc subtends an angle of (2π - θ) at the center O. The remaining part of the wire forms two straight segments, AO and BO, each of length R, which make an angle θ with each other at the center O. The direction of current flow is indicated by an arrow along the circular arc, moving from A to B in a counter-clockwise direction.",-2.0,-3.0,-1.0,-1.0,-2.2
027c1,Physics,"The angle between vector (A) and (A-B) is:

The diagram shows a vector addition problem. Vector A and Vector B are shown, with an angle of 120 degrees between them. Vector -B is also shown.",-2.0,-3.0,-2.0,-2.0,-2.5
ccc2e,Chemistry,"The equilibrium constant, Kp for the reaction 2SO₂(g) + O₂(g) ⇌ 2SO₃(g) is 4.0 atm⁻¹ at 1000 K. What would be the partial pressure of O₂ if at equilibrium the amount of SO₂ and SO₃ is the same?
PCl₅ ⇌ PCl₃ + Cl₂ in the reversible reaction the moles of PCl₅, PCl₃ and Cl₂ are a, b and c and if total pressure is P then value of Kp is

The image shows two chemical equilibrium reactions. The first reaction involves 2SO₂(g) and O₂(g) reacting in equilibrium to form 2SO₃(g). The equilibrium constant Kp for this reaction is given as 4.0 atm⁻¹ at 1000 K. The question asks to find the partial pressure of O₂ if the amount of SO₂ and SO₃ is the same at equilibrium. The second reaction shows PCl₅ in equilibrium with PCl₃ and Cl₂.",-2.0,-3.0,-1.0,-1.0,-2.5
479ea,Physics,"In the figure shown string and pulley are ideal. Blocks A & C are pulled down with constant velocities u, magnitude of acceleration of block B is:

The diagram shows three blocks, A, B, and C, connected by strings and pulleys. Blocks A and C are connected to fixed pulleys on either side, while block B is suspended between them. The strings connecting blocks A and C to the pulleys are at an angle θ with respect to the vertical. The distance between the point where the string is connected to the ceiling and the vertical line passing through the center of the pulley is labeled as 'b'. Blocks A and C are moving downwards with a constant velocity 'u', as indicated by the arrows. Block B is moving upwards.",-3.0,-1.0,-2.0,-2.0,-2.5
